"","X.1","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust","Cluster_final"
"143",143,14.5297134408438,5.04160405710488,1432900240,"5/8/2015",205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,2,9,"low"
"144",144,-2.95088679854425,22.3514167771078,6140100875,"4/15/2015",420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,1,1,"low"
"145",145,7.69445326850622,-2.9511258838002,6071600370,"2/27/2015",5e+05,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,2,3,"med"
"146",146,-4.53893808385169,-13.03229138352,1526069017,"12/3/2014",921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,3,8,"top"
"147",147,-11.3760872884929,21.9863514764307,809001525,"6/25/2014",890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,1,1,"low"
"148",148,2.45112990455807,-12.1364383192985,3224079105,"8/6/2014",430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,3,8,"top"
"149",149,26.3269916390401,0.764143271849218,8075400570,"10/30/2014",258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,2,9,"low"
"150",150,0.122167397202825,15.3996600771529,1994200024,"11/4/2014",511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,1,1,"low"
"151",151,-17.8125786855539,-6.45981797695786,3362900810,"8/20/2014",532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,3,7,"med"
"152",152,1.35127952097407,14.9778723623773,1324300398,"4/9/2015",560000,3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,1,1,"low"
"153",153,19.7544757097875,2.56255459766803,537000445,"3/31/2015",282950,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,2,9,"low"
"154",154,-8.09906874487681,-24.202533542781,7855801670,"4/1/2015",2250000,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,3,8,"top"
"155",155,-0.211799651247973,20.8094684990828,7920100045,"5/16/2014",350000,1,1,700,5100,1,0,0,3,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,1,1,"low"
"156",156,19.6386344026488,8.02570031019029,8960000030,"7/28/2014",215000,3,1,1180,7669,1,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,2,9,"low"
"157",157,-0.581925459391795,-28.0133748296369,6388930390,"11/20/2014",650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675,3,4,"med"
"158",158,26.0920582660262,-1.8354003553163,8731900200,"8/7/2014",320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,2,9,"low"
"159",159,-30.442730220535,6.87322289110967,8029200135,"11/13/2014",247000,3,2,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198,2,2,"top"
"160",160,13.5246682576038,1.14967146554241,1081200350,"10/3/2014",320000,4,1.75,1760,11180,1,0,0,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,2,9,"low"
"161",161,-3.0725170350802,7.93814277245133,84000105,"5/7/2014",255000,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,1,6,"med"
"162",162,4.67335762465243,4.50164597560235,3756500060,"3/9/2015",438000,3,1.75,1780,9660,1,0,0,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,1,3,"med"
"163",163,-0.0739422446284636,-25.4478875136122,7215720160,"3/4/2015",9e+05,3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,3,4,"med"
"164",164,3.11094448014011,2.34190395010674,3574800520,"6/20/2014",441000,3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,0,98034,47.7319,-122.224,1710,8152,2,3,"med"
"165",165,12.5190271250331,-3.33525729804239,2617300160,"8/12/2014",420000,3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,2,9,"low"
"166",166,3.63214330098595,3.86132658388177,2558660270,"12/8/2014",370000,3,1.75,1580,7000,1,0,0,3,7,1180,400,1976,0,98034,47.7209,-122.168,1640,7500,2,3,"med"
"167",167,7.26860615685848,15.1835780783665,2009000370,"2/19/2015",269950,2,1.75,1340,7250,1,0,0,5,5,700,640,1949,0,98198,47.408,-122.327,1830,9750,2,1,"low"
"168",168,-2.36885758896567,-15.7945263452661,1836980160,"3/24/2015",807100,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,3,8,"top"
"169",169,5.84062112809535,0.776954605789695,3261020370,"6/5/2014",653000,3,2.5,2680,9750,1,0,0,4,8,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750,2,3,"med"
"170",170,-2.23491621867872,12.6861185293021,1755700060,"6/11/2014",371500,3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,98133,47.7458,-122.331,1770,7288,1,1,"low"
"171",171,-7.60133138711233,9.5029799819587,4330600435,"3/16/2015",284000,3,1.75,1560,21000,1,0,0,3,7,1560,0,1954,0,98166,47.4776,-122.337,1070,7920,1,6,"med"
"172",172,25.8493431075252,-0.592614637530948,9542800700,"1/2/2015",272000,3,1.75,2160,7140,1,0,0,4,7,1670,490,1978,0,98023,47.3026,-122.374,1930,7350,2,9,"low"
"173",173,-1.82778341958774,13.8609056684502,1999700045,"5/2/2014",313000,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,98133,47.7658,-122.339,1480,7940,1,1,"low"
"174",174,-5.91872301532199,-17.7872302177462,1762600070,"1/16/2015",917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230,3,8,"top"
"175",175,-0.615666364862364,-12.8715663642502,1687900520,"9/29/2014",673000,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,2,8,"top"
"176",176,-17.9106377868485,-10.1695770865643,7234600798,"2/10/2015",425000,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,98122,47.6106,-122.31,1590,1795,3,7,"med"
"177",177,-2.80911617448152,6.93150776820816,3881900445,"7/9/2014",399950,5,2.75,1970,5400,1,0,0,3,7,1320,650,1986,0,98144,47.5868,-122.308,1280,2150,1,6,"med"
"178",178,1.93493988518109,18.649997377237,2254502445,"5/30/2014",385000,3,1,1220,4800,1,0,0,3,6,1220,0,1901,0,98122,47.6101,-122.307,1200,4800,1,1,"low"
"179",179,24.02926864821,6.32268216607302,5437810320,"11/17/2014",269950,3,1.5,1950,7560,1,0,2,4,7,1320,630,1975,0,98022,47.1976,-121.999,1950,8941,2,9,"low"
"180",180,-3.44857202398334,16.9875289403092,9158100075,"1/7/2015",330000,2,1,1350,8220,1,0,0,3,7,1060,290,1949,0,98177,47.7224,-122.358,1540,8280,1,1,"low"
"181",181,12.1728594178814,-16.2681117348458,3830630310,"7/25/2014",260000,3,2.5,1670,5797,2,0,0,3,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,3,5,"low"
"182",182,-4.89306697751167,26.4307806489381,8123100045,"4/14/2015",470000,4,3,2380,5125,1.5,0,0,4,7,1680,700,1925,0,98126,47.5384,-122.376,1410,5375,1,1,"low"
"183",183,0.185904805702937,-10.2981928408238,3127200041,"6/13/2014",589000,4,3,2440,9600,2,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,3,8,"top"
"184",184,11.8282462342129,-18.717637073279,6661200320,"7/23/2014",163500,2,1.5,1050,3419,2,0,0,3,7,1050,0,1996,0,98038,47.3848,-122.039,1050,3417,3,5,"low"
"185",185,-7.30684391775333,-13.2628800289003,11510310,"9/5/2014",835000,4,2.75,3130,13412,2,0,0,3,9,2140,990,1993,0,98052,47.6993,-122.102,2260,9984,3,8,"top"
"186",186,-5.72607463232356,-0.786344420263595,825059270,"11/21/2014",1100000,5,3,4090,12850,1,0,2,4,10,2090,2000,1986,0,98033,47.6627,-122.188,2540,10270,2,3,"med"
"187",187,25.9146124713766,-0.187695370882157,8731951370,"4/15/2015",269000,4,1.75,1490,10000,1,0,0,4,8,1100,390,1969,0,98023,47.3099,-122.379,2190,8910,2,9,"low"
"188",188,-3.31509068159696,-13.0430189130433,1954440060,"5/5/2014",560000,3,2.5,1900,8744,2,0,0,3,8,1900,0,1987,0,98074,47.62,-122.043,2030,8744,3,8,"top"
"189",189,-7.54964366339665,22.3429327254088,2264500350,"4/18/2015",615000,4,1,1330,2400,1.5,0,0,4,6,1330,0,1901,0,98103,47.65,-122.34,1330,4400,1,1,"low"
"190",190,1.91384995871555,3.26024820545119,1115810060,"12/5/2014",585188,3,2.25,2230,10026,1,0,0,3,8,1430,800,1975,0,98052,47.6647,-122.153,2230,9340,2,3,"med"
"191",191,1.65037396929954,-0.945842978505033,9477200200,"8/18/2014",305000,3,1.75,1650,9480,1,0,0,3,7,1220,430,1977,0,98034,47.726,-122.191,1540,8400,1,3,"med"
"192",192,13.6404411545776,6.90544926750657,1432600560,"11/5/2014",166950,3,1,1190,8820,1,0,0,3,6,1190,0,1959,0,98058,47.4616,-122.184,1230,7980,2,9,"low"
"193",193,11.1207942436636,0.770464304058213,2287000060,"9/12/2014",799000,3,2.5,2140,9897,1,0,0,4,8,2140,0,1959,0,98040,47.5505,-122.219,2680,10083,2,3,"med"
"194",194,-3.93562203274871,12.4736544836176,3663500060,"6/25/2014",4e+05,3,2.5,2180,7508,1,0,0,4,7,1420,760,1962,0,98133,47.7606,-122.336,1900,7818,1,1,"low"
"195",195,-2.26909831789562,15.2271729819221,3996900125,"12/1/2014",230000,3,1,1060,10228,1,0,0,3,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228,1,1,"low"
"196",196,14.7897022423349,-20.3721094023711,7796450200,"5/15/2014",256883,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001,3,5,"low"
"197",197,-2.74940062226858,28.3849394404027,7549802535,"11/11/2014",423000,4,2,1970,6480,1.5,0,0,5,7,1130,840,1920,0,98108,47.5511,-122.312,1500,6480,1,1,"low"
"198",198,-16.9444542652064,-5.06153789476325,3278600320,"7/23/2014",465000,3,2.5,2150,4084,2,0,0,3,8,2150,0,2007,0,98126,47.5488,-122.372,1750,2385,3,7,"med"
"199",199,2.35518491137728,-11.6019136167369,2824079053,"1/13/2015",440000,3,2.5,1910,66211,2,0,0,3,7,1910,0,1997,0,98024,47.5385,-121.911,2330,67268,3,8,"top"
"200",200,16.4319242723458,2.87878994057176,1222069094,"10/14/2014",385000,3,1.75,1350,155073,1,0,0,4,7,1350,0,1969,0,98038,47.4058,-121.994,1560,50965,2,9,"low"
"201",201,13.9708326445139,8.71060808161939,3542300060,"3/11/2015",210000,3,1,860,11725,1,0,0,4,6,860,0,1943,0,98056,47.5093,-122.184,1300,9514,2,9,"low"
"202",202,10.3618409292603,-14.2408111965645,2222059065,"11/12/2014",297000,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450,3,5,"low"
"203",203,-0.43448180507932,20.2225836323451,7551300060,"7/16/2014",470000,3,1,1010,5000,1,0,0,3,7,1010,0,1952,0,98107,47.675,-122.394,1680,5000,1,1,"low"
"204",204,19.4490518009154,1.6692378717917,100600550,"8/4/2014",226500,3,1.5,1300,7370,1,0,0,4,7,900,400,1976,0,98023,47.3025,-122.37,1430,7500,2,9,"low"
"205",205,14.1521283385228,4.87112653234928,3211100860,"3/3/2015",274250,3,1,910,8450,1,0,0,4,6,910,0,1962,0,98059,47.4787,-122.158,1400,8040,2,9,"low"
"206",206,10.1082501366993,-2.27818577775473,3456000310,"8/4/2014",840000,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744,2,3,"med"
"207",207,-1.3605876057662,-21.8657082670756,9526600140,"9/19/2014",677900,3,2.5,2440,4587,2,0,0,3,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,3,4,"med"
"208",208,0.439706254044401,22.6153165375853,7465900060,"2/5/2015",425000,3,1,1010,5864,1,0,0,3,7,1010,0,1915,0,98116,47.5733,-122.381,1290,5000,1,1,"low"
"209",209,4.41014323253705,13.8679196081372,1222000055,"11/23/2014",180250,2,0.75,900,9600,1,0,0,3,6,900,0,1941,0,98166,47.4604,-122.339,1250,14280,1,1,"low"
"210",210,-23.9044044030672,9.85711824325809,6300000550,"7/17/2014",464000,6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312,1,2,"top"
"211",211,11.6055998544543,-13.243134379439,2310030510,"4/22/2015",320000,4,2.25,1550,7579,2,0,0,3,8,1550,0,1993,0,98038,47.354,-122.047,1630,6397,3,5,"low"
"212",212,-19.1796775704168,-5.71276359441568,1025049114,"7/17/2014",625504,3,2.25,1270,1566,2,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,3,7,"med"
"213",213,1.00818502156204,-4.82283099389294,8677300550,"5/15/2014",592500,4,2.5,2240,12032,1,0,0,3,9,2240,0,1983,0,98074,47.6143,-122.017,2520,12368,3,3,"med"
"214",214,15.3391690512727,-16.3849642646674,4014400292,"1/14/2015",465000,3,2.5,2714,17936,2,0,0,3,9,2714,0,2005,0,98001,47.3185,-122.275,2590,18386,3,5,"low"
"215",215,-19.0829341625482,-2.72178547066686,1102000196,"5/27/2014",477000,4,2.75,1720,6270,2,0,0,3,8,1720,0,1978,0,98118,47.5458,-122.268,2130,8700,3,7,"med"
"216",216,4.23917749015625,13.596354645475,257000138,"1/15/2015",280000,2,1,850,16400,1,0,0,3,6,850,0,1923,0,98168,47.4889,-122.299,1100,14459,1,1,"low"
"217",217,-24.1942316518145,5.40084626408096,46100204,"2/21/2015",1510000,5,3,3300,33474,1,0,3,3,9,1870,1430,1957,1991,98040,47.5673,-122.21,3836,20953,3,2,"top"
"218",218,-17.6932548832899,-3.32492026516364,1909600046,"7/3/2014",445838,3,2.5,2250,5692,2,0,0,3,8,2250,0,2000,0,98146,47.5133,-122.379,1320,5390,3,7,"med"
"219",219,-14.7758423437439,12.5693394379287,1250202145,"8/28/2014",1070000,2,2.25,3900,14864,1,0,3,3,8,1950,1950,1947,0,98144,47.5884,-122.291,2580,5184,1,6,"med"
"220",220,-6.89510458791311,16.5099902187554,7611200125,"10/23/2014",467000,2,1.5,1320,10800,1,0,0,4,8,1320,0,1947,0,98177,47.7145,-122.367,2120,12040,1,1,"low"
"221",221,-0.271551541126118,-24.6493936202616,5611500140,"8/22/2014",686000,4,2.5,2760,6440,2,0,0,3,10,2760,0,1999,0,98075,47.5836,-122.026,3070,8127,3,4,"med"
"222",222,-9.1742022167519,6.56826024738872,7138000260,"6/5/2014",279950,3,2,1750,9750,1,0,0,3,7,1350,400,1961,0,98198,47.398,-122.299,1900,10125,1,6,"med"
"223",223,-3.22613891200428,-9.85389088764789,626059335,"9/4/2014",527000,4,2.25,2330,19436,2,0,0,3,8,2330,0,1987,0,98011,47.7663,-122.215,1910,10055,3,8,"top"
"224",224,17.8419627971438,1.47275045747487,1922059282,"9/18/2014",325000,3,2.25,2220,16020,1,0,0,4,8,1780,440,1966,0,98030,47.3758,-122.217,2080,9583,2,9,"low"
"225",225,9.7465550455994,-13.1420674182434,705700390,"9/3/2014",328000,3,2.25,2020,8379,2,0,0,3,7,2020,0,1994,0,98038,47.3828,-122.023,2020,8031,3,5,"low"
"226",226,2.74504417644122,25.3747433589799,7454001200,"6/4/2014",390000,3,2.25,1250,7500,1,0,0,5,7,1250,0,1942,0,98146,47.5123,-122.373,1280,7392,1,1,"low"
"227",227,-1.85627504281952,-4.26781123417288,8682281200,"3/9/2015",479950,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009,3,3,"med"
"228",228,25.7943401115205,-0.0669548952883683,7972000200,"5/29/2014",264950,4,2.25,1720,9753,1,0,0,4,7,1120,600,1978,0,98023,47.2922,-122.371,1510,9753,2,9,"low"
"229",229,16.7759192528364,3.09297284667689,722059070,"1/15/2015",235000,3,1,1430,15246,1,0,0,4,7,980,450,1961,0,98031,47.4075,-122.214,1960,13068,2,9,"low"
"230",230,1.78295992341614,-21.3906475846981,7202340400,"3/3/2015",516500,3,2.5,1480,4729,2,0,0,3,7,1480,0,2004,0,98053,47.6794,-122.034,2250,4729,3,4,"med"
"231",231,-20.0684247831634,5.69318621065352,8096000060,"4/13/2015",655000,2,1.75,1450,15798,2,1,4,3,7,1230,220,1915,1978,98166,47.4497,-122.375,2030,13193,1,2,"top"
"232",232,13.0073003674627,3.22889883290872,2424000060,"6/16/2014",5e+05,4,2.75,2280,15347,1,0,0,5,7,2280,0,1960,0,98059,47.5218,-122.164,2280,15347,2,9,"low"
"233",233,26.1480376311988,-1.91419546284693,9264902050,"11/21/2014",315000,6,2.75,2940,7350,1,0,0,3,8,1780,1160,1978,0,98023,47.3103,-122.339,2120,8236,2,9,"low"
"234",234,11.2027579494221,8.15548214611013,943100260,"11/20/2014",213000,2,1,1000,10200,1,0,0,3,6,1000,0,1961,0,98024,47.5687,-121.899,1150,13702,2,9,"low"
"235",235,-7.87721068851978,25.7217730067819,3677400445,"9/2/2014",475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947,0,98108,47.5575,-122.303,2090,4800,1,1,"low"
"236",236,-6.4150188539716,-17.9784668050858,1762600320,"6/10/2014",1030000,5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,98033,47.6489,-122.183,3430,35096,3,8,"top"
"237",237,16.2399279499371,0.409878523773764,4058000060,"4/9/2015",416000,3,2,2220,94300,1,0,0,5,7,1640,580,1976,0,98010,47.3459,-121.95,2070,80100,2,9,"low"
"238",238,-24.3194528650461,10.9462337532917,7228500560,"3/20/2015",410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740,1,2,"top"
"239",239,-8.12512903079075,-14.3060557482983,326069104,"7/1/2014",8e+05,3,3.5,3830,221284,2,0,0,3,10,3530,300,1993,0,98077,47.7641,-122.023,2920,148539,3,8,"top"
"240",240,27.3388331243183,-4.68816580592601,5152100060,"5/29/2014",472000,6,2.5,4410,14034,1,0,2,4,9,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988,2,9,"low"
"241",241,20.8056540366232,1.79228222075151,3584000310,"12/8/2014",225000,3,1.75,1430,8505,1,0,0,4,7,1430,0,1968,0,98003,47.3173,-122.319,1190,8640,2,9,"low"
"242",242,2.45188046340521,22.4064319445464,8150100045,"10/1/2014",210000,2,1,830,6000,1,0,0,3,6,830,0,1940,0,98126,47.5308,-122.376,830,4960,1,1,"low"
"243",243,-8.50046698523978,19.7997241436557,1868901275,"1/27/2015",455000,2,1,1430,5000,1.5,0,0,2,7,1430,0,1925,0,98115,47.6727,-122.299,1450,3750,1,1,"low"
"244",244,23.2502487888926,2.70277388635475,6131600075,"4/27/2015",225000,3,1,1300,8316,1,0,0,4,6,1300,0,1954,0,98002,47.3221,-122.216,1260,8316,2,9,"low"
"245",245,-12.1029779609627,14.7782539615127,9468200125,"8/26/2014",480000,2,1,1030,3060,1,0,2,4,7,790,240,1918,0,98103,47.6779,-122.353,1390,3060,1,6,"med"
"246",246,15.1151667770501,-21.8808694550383,8029510030,"2/12/2015",363000,3,2.5,2740,11872,2,0,0,3,9,2740,0,1990,0,98023,47.3076,-122.395,2570,10377,3,5,"low"
"247",247,-18.4435480270144,3.70138361093905,2025069065,"9/29/2014",2400000,4,2.5,3650,8354,1,1,4,3,9,1830,1820,2000,0,98074,47.6338,-122.072,3120,18841,2,2,"top"
"248",248,2.78269350383255,21.6521159763421,7899800890,"2/26/2015",181000,2,1.5,720,5120,1,0,0,3,6,720,0,1954,0,98106,47.5218,-122.357,1150,2566,1,1,"low"
"249",249,20.7658869737099,1.78537959892693,3021059276,"3/14/2015",250000,4,2,2010,7312,1,0,0,4,7,2010,0,1976,0,98002,47.2785,-122.213,2010,7650,2,9,"low"
"250",250,-4.93622028863373,20.3972414350625,3797001895,"4/22/2015",481000,3,1.75,1560,3000,1,0,0,4,6,770,790,1918,0,98103,47.6846,-122.345,1390,3000,1,1,"low"
"251",251,18.1484037171419,0.657289081750605,3832710960,"9/23/2014",260000,3,2,1810,7209,1,0,0,4,7,1240,570,1978,0,98032,47.3656,-122.278,1750,7209,2,9,"low"
"252",252,6.31311004340401,-14.5071413128082,1310430400,"5/13/2014",455000,4,2.5,3360,7685,2,0,0,3,9,3360,0,2001,0,98058,47.4369,-122.111,3060,6567,3,5,"low"
"253",253,6.19532322876129,-11.316445151201,1422300030,"4/1/2015",415000,3,2.25,1510,36224,2,0,0,3,8,1510,0,1991,0,98045,47.4616,-121.711,1730,36224,3,5,"low"
"254",254,-0.447612676907067,11.9970267456354,1105000588,"4/21/2015",349500,3,1,1400,3538,1,0,0,3,7,800,600,1953,0,98118,47.5405,-122.27,1620,6331,1,6,"med"
"255",255,11.6606295221448,-16.6151289956037,3830630060,"9/29/2014",245000,3,2.5,1730,7442,2,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,2,5,"low"
"256",256,-6.99297087962179,25.1982684688662,5101404898,"5/19/2014",592500,2,2,1420,9191,1.5,0,2,5,7,1420,0,1928,0,98115,47.6979,-122.32,1420,6816,1,1,"low"
"257",257,-7.24153230217986,12.4276025275083,7972601890,"10/20/2014",385000,4,1.75,2360,7620,1,0,0,4,7,1180,1180,1955,0,98106,47.5278,-122.345,1910,7620,1,1,"low"
"258",258,16.1196850508453,5.76257738677569,5127001620,"2/11/2015",315000,3,1.75,1580,11455,1,0,0,4,7,1200,380,1974,0,98059,47.4756,-122.147,1550,10650,2,9,"low"
"259",259,22.2904260389199,-7.40374372884478,9407100800,"11/24/2014",255000,3,1,1230,10170,1,0,0,3,7,1230,0,1979,0,98045,47.4437,-121.772,1380,10098,2,9,"low"
"260",260,-3.41255467796714,-14.8981640705608,1873100060,"8/29/2014",693000,4,2.5,2460,4425,2,0,0,3,8,2460,0,2006,0,98052,47.7048,-122.109,2990,5659,3,8,"top"
"261",261,-3.3259543450055,25.8383536955576,8722101360,"12/2/2014",780000,3,1,1660,4400,1.5,0,0,3,8,1460,200,1911,0,98112,47.6362,-122.302,1660,4400,1,1,"low"
"262",262,-10.2669173943022,6.77702933414305,8644000060,"10/24/2014",237000,3,1.75,1270,8470,1,0,0,4,7,1270,0,1960,0,98198,47.4207,-122.29,1600,8470,2,6,"med"
"263",263,-2.28905177430249,-12.7484757371877,3325069129,"12/16/2014",525000,3,2.25,2100,40510,2,0,0,3,10,1320,780,1979,0,98074,47.6154,-122.047,2380,33450,3,8,"top"
"264",264,1.54606275892405,12.7847665567877,1400300055,"4/28/2015",425000,2,1,770,5040,1,0,0,3,5,770,0,1930,0,98144,47.5964,-122.299,1330,2580,1,6,"med"
"265",265,-17.49666313962,5.65773574788918,2123039032,"10/27/2014",369900,1,0.75,760,10079,1,1,4,5,5,760,0,1936,0,98070,47.4683,-122.438,1230,14267,2,2,"top"
"266",266,12.8233480690842,-20.4560761073102,8078560140,"5/19/2014",290000,4,2.5,1700,7280,2,0,0,4,7,1700,0,1988,0,98031,47.4045,-122.171,1950,7475,2,5,"low"
"267",267,2.21963471315081,15.6713985803282,3438500192,"9/29/2014",285000,3,1,1120,10701,1,0,0,3,7,1120,0,1954,0,98106,47.5544,-122.358,1130,6350,2,1,"low"
"268",268,-0.507718232141932,20.8697140866297,7974200510,"8/14/2014",415000,2,1,1070,4500,1,0,0,3,7,1070,0,1937,0,98115,47.6802,-122.29,1320,4465,1,1,"low"
"269",269,19.2420204071639,-2.35648583275176,2557000400,"4/9/2015",272500,3,2.5,2070,9900,1,0,0,3,8,1420,650,1979,0,98023,47.2988,-122.371,2070,8250,2,9,"low"
"270",270,-24.8994126606679,4.90743332964434,7960900060,"5/4/2015",2900000,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982,2008,98004,47.6312,-122.223,3890,20060,3,2,"top"
"271",271,-7.36061731165795,-17.6412174888306,4054500390,"10/7/2014",1370000,4,4.75,5310,57346,2,0,0,4,11,5310,0,1989,0,98077,47.7285,-122.042,4180,47443,3,8,"top"
"272",272,-4.02285875342004,17.6673508772752,6378500125,"5/1/2015",436000,2,1,1040,7538,1,0,0,4,7,1040,0,1939,0,98133,47.7107,-122.352,1440,7530,1,1,"low"
"273",273,19.6271556422731,1.92224669459096,1745100140,"10/17/2014",210000,3,1,1700,11390,1,0,0,4,7,1700,0,1967,0,98003,47.3271,-122.323,1350,8164,2,9,"low"
"274",274,-6.51726332236427,9.79135012651844,2976800796,"9/25/2014",236000,3,1,1300,5898,1,0,0,3,7,1300,0,1961,0,98178,47.5053,-122.255,1320,7619,1,6,"med"
"275",275,-26.0781056407615,11.0139268533775,4235400186,"11/24/2014",331000,3,1.75,1080,1306,1,0,0,3,7,580,500,1954,2003,98199,47.6601,-122.4,1440,2225,1,2,"top"
"276",276,8.59502174978595,-16.442022069974,4215100060,"3/20/2015",365000,3,2.5,2653,4510,2,0,0,3,8,2653,0,2006,0,98031,47.4145,-122.166,2653,4927,3,5,"low"
"277",277,19.1060095663876,8.86242909376929,9189700045,"1/27/2015",450000,3,2,2290,16258,1,0,0,5,8,2290,0,1960,0,98058,47.4672,-122.165,1660,10530,2,9,"low"
"278",278,-6.11525686463753,-10.9907972949639,1126049053,"11/13/2014",770000,4,2.75,3820,26300,2,0,0,3,9,2850,970,2014,0,98028,47.7618,-122.261,1860,12136,3,8,"top"
"279",279,15.8157109938824,-5.52427525621965,2022069200,"5/5/2015",455000,4,2.5,2210,49375,1,0,0,3,8,2210,0,1997,0,98038,47.3828,-122.071,2670,49385,3,9,"low"
"280",280,0.0369674655509471,23.8311399021752,9412900055,"5/5/2015",405000,3,1.75,2390,6000,1,0,0,3,6,1240,1150,1908,0,98118,47.5362,-122.268,2020,6000,1,1,"low"
"281",281,16.7584270994795,1.09048030780596,1722059235,"7/3/2014",304900,4,1.75,2600,11325,1,0,0,4,7,1610,990,1969,0,98031,47.3954,-122.206,1720,11088,2,9,"low"
