"","X","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"166",166,2558660270,"12/08/2014",370000,3,1.75,1580,7000,1,"WF_NO",0,"Co_3_Med","7",1180,400,1976,0,98034,477.209,-122.168,1640,7500
"167",167,2009000370,"2/19/2015",269950,2,1.75,1340,7250,1,"WF_NO",0,"Co_5_Top","5",700,640,1949,0,98198,47.408,-122.327,1830,9750
"168",168,1836980160,"3/24/2015",807100,4,2.5,2680,4499,2,"WF_NO",0,"Co_3_Med","9",2680,0,1999,0,98006,47.565,-122.125,2920,4500
"169",169,3261020370,"06/05/2014",653000,3,2.5,2680,9750,1,"WF_NO",0,"Co_4_High","8",1610,1070,1979,0,98034,477.028,-122.231,2480,8750
"170",170,1755700060,"06/11/2014",371500,3,2,1370,8336,1,"WF_NO",0,"Co_5_Top","7",1370,0,1964,0,98133,477.458,-122.331,1770,7288
"171",171,4330600435,"3/16/2015",284000,3,1.75,1560,21000,1,"WF_NO",0,"Co_3_Med","7",1560,0,1954,0,98166,474.776,-122.337,1070,7920
"172",172,9542800700,"01/02/2015",272000,3,1.75,2160,7140,1,"WF_NO",0,"Co_4_High","7",1670,490,1978,0,98023,473.026,-122.374,1930,7350
"173",173,1999700045,"05/02/2014",313000,3,1.5,1340,7912,1.5,"WF_NO",0,"Co_3_Med","7",1340,0,1955,0,98133,477.658,-122.339,1480,7940
"174",174,1762600070,"1/16/2015",917500,4,2.5,3880,35003,2,"WF_NO",0,"Co_3_Med","10",2570,1310,1984,0,98033,476.477,-122.182,3740,35230
"175",175,1687900520,"9/29/2014",673000,4,2.25,2590,53503.7294901735,2,"WF_NO",0,"Co_4_High","8",2590,0,1980,0,98006,475.619,-122.125,2260,8335
"176",176,7234600798,"02/10/2015",425000,3,2.5,1120,1100,2,"WF_NO",0,"Co_3_Med","8",820,300,2008,0,98122,476.106,-122.31,1590,1795
"177",177,3881900445,"07/09/2014",399950,5,2.75,1970,5400,1,"WF_NO",0,"Co_3_Med","7",1320,650,1986,0,98144,475.868,-122.308,1280,2150
"178",178,2254502445,"5/30/2014",385000,3,1,1220,4800,1,"WF_NO",0,"Co_3_Med","6",1220,0,1901,0,98122,476.101,-122.307,1200,4800
"179",179,5437810320,"11/17/2014",269950,3,1.5,1950,7560,1,"WF_NO",2,"Co_4_High","7",1320,630,1975,0,98022,471.976,-121.999,1950,8941
"180",180,9158100075,"01/07/2015",330000,2,1,1350,8220,1,"WF_NO",0,"Co_3_Med","7",1060,290,1949,0,98177,477.224,-122.358,1540,8280
"181",181,3830630310,"7/25/2014",260000,3,2.5,1670,5797,2,"WF_NO",0,"Co_3_Med","7",1670,0,1988,0,98030,473.505,-122.179,1670,6183
"182",182,8123100045,"4/14/2015",470000,4,3,2380,5125,1.5,"WF_NO",0,"Co_4_High","7",1680,700,1925,0,98126,475.384,-122.376,1410,5375
"183",183,3127200041,"6/13/2014",589000,4,3,2440,9600,2,"WF_NO",0,"Co_5_Top","7",2440,0,1961,0,98034,477.044,-122.2,2290,9600
"184",184,6661200320,"7/23/2014",163500,2,1.5,1050,3419,2,"WF_NO",0,"Co_3_Med","7",1050,0,1996,0,98038,473.848,-122.039,1050,3417
"185",185,11510310,"09/05/2014",835000,4,2.75,3130,13412,2,"WF_NO",0,"Co_3_Med","9",2140,989.648823589212,1993,0,98052,NA,-122.102,2260,9984
"186",186,825059270,"11/21/2014",1100000,5,3,4090,12850,1,"WF_NO",2,"Co_5_Top","10",2090,2000,1940.12705358555,0,98033,476.627,-122.188,2540,10270
"187",187,8731951370,"4/15/2015",269000,4,1.75,1490,10000,1,"WF_NO",0,"Co_4_High","8",1100,390,1969,0,98023,473.099,-122.379,2190,8910
"188",188,1954440060,"05/05/2014",560000,3,2.5,1900,8744,2,"WF_NO",0,"Co_3_Med","8",1900,0,1987,0,98074,47.62,-122.043,2030,8744
"189",189,2264500350,"4/18/2015",615000,4,1,1330,2400,1.5,"WF_NO",0,"Co_4_High","6",1330,0,1901,0,98103,47.65,-122.34,1330,4400
"190",190,1115810060,"12/05/2014",585188,3,2.25,2230,10026,1,"WF_NO",0,"Co_3_Med","8",1430,800,1975,0,98052,476.647,-122.153,2230,9340
"191",191,9477200200,"8/18/2014",305000,3,1.75,1650,9480,1,"WF_NO",0,"Co_3_Med","7",1220,430,1977,0,98034,47.726,-122.191,1540,8400
"192",192,1432600560,"11/05/2014",166950,3,1,1190,8820,1,"WF_NO",0,"Co_3_Med","6",1190,0,1959,0,98058,474.616,-122.184,1230,7980
"193",193,2287000060,"09/12/2014",799000,3,2.5,2140,9897,1,"WF_NO",0,"Co_4_High","8",2140,0,1959,0,98040,475.505,-122.219,2680,10083
"194",194,3663500060,"6/25/2014",4e+05,3,2.5,2180,7508,1,"WF_NO",0,"Co_4_High","7",1420,760,1962,0,98133,477.606,-122.336,1900,7818
"195",195,3996900125,"12/01/2014",230000,3,1,1060,10228,1,"WF_NO",0,"Co_3_Med","7",1060,0,1948,0,98155,477.481,-122.3,1570,10228
"196",196,7796450200,"5/15/2014",256883,3,2.5,1690,5025,2,"WF_NO",0,"Co_3_Med","8",1690,0,2003,0,98023,472.779,-122.347,2550,5001
"197",197,7549802535,"11/11/2014",423000,4,2,1970,6480,1.5,"WF_NO",0,"Co_5_Top","7",1130,840,1920,0,98108,475.511,-122.312,1500,6480
"198",198,3278600320,"7/23/2014",465000,3,2.5,2150,4084,2,"WF_NO",0,"Co_3_Med","8",2150,0,2007,0,98126,475.488,-122.372,1750,2385
"199",199,2824079053,"1/13/2015",440000,3,2.5,1910,66211,2,"WF_NO",0,"Co_3_Med","7",1910,0,1997,0,98024,475.385,-121.911,2330,67268
"200",200,1222069094,"10/14/2014",385000,3,1.75,1350,155073,1,"WF_NO",0,"Co_4_High","7",1350,0,1969,0,98038,474.058,-121.994,1560,50965
"201",201,3542300060,"03/11/2015",210000,3,1,860,11725,1,"WF_NO",0,"Co_4_High","6",860,0,1943,0,98056,475.093,-122.184,1300,9514
"202",202,2222059065,"11/12/2014",297000,3,2.5,1940,14952,2,"WF_NO",0,"Co_3_Med","8",1940,0,1994,0,98042,473.777,-122.165,2030,10450
"203",203,7551300060,"7/16/2014",470000,3,1,1010,5000,1,"WF_NO",0,"Co_3_Med","7",1010,0,1952,0,98107,47.675,-122.394,1680,5000
"204",204,100600550,"08/04/2014",226500,3,1.5,1300,7370,1,"WF_NO",0,"Co_4_High","7",900,400,1976,0,98023,473.025,-122.37,1430,7500
"205",205,3211100860,"03/03/2015",274250,3,1,910,8450,1,"WF_NO",0,"Co_4_High","6",910,0,1962,0,98059,474.787,-122.158,1400,8040
"206",206,3456000310,"08/04/2014",840000,4,1.75,2480,11010,1,"WF_NO",0,"Co_4_High","9",1630,850,1966,0,98040,475.378,-122.219,2770,10744
"207",207,9526600140,"9/19/2014",677900,3,2.5,2440,4587,2,"WF_NO",0,"Co_3_Med","8",2440,0,2010,0,98052,477.073,-122.114,2750,4587
"208",208,7465900060,"02/05/2015",425000,3,1,1010,5864,1,"WF_NO",0,"Co_3_Med","7",1010,0,1915,0,98116,475.733,-122.381,1290,5000
"209",209,1222000055,"11/23/2014",180250,2,0.75,900,9600,1,"WF_NO",0,"Co_3_Med","6",900,0,1941,0,98166,474.604,-122.339,1250,14280
"210",210,6300000550,"7/17/2014",464000,6,3,2300,3404,2,"WF_NO",0,"Co_3_Med","7",1600,700,1920,1994,98133,477.067,-122.343,1560,1312
"211",211,2310030510,"4/22/2015",320000,4,2.25,1550,7579,2,"WF_NO",0,"Co_3_Med","8",1550,0,1993,0,98038,47.354,-122.047,1630,6397
"212",212,1025049114,"7/17/2014",625504,3,2.25,1270,1566,2,"WF_NO",0,"Co_3_Med","8",1060,210,2014,0,98105,476.647,-122.284,1160,1327
"213",213,8677300550,"5/15/2014",592500,4,2.5,2240,12032,1,"WF_NO",0,"Co_3_Med","9",2240,0,1983,0,98074,476.143,-122.017,2520,12368
"214",214,4014400292,"1/14/2015",465000,3,2.5,2714,17936,2,"WF_NO",0,"Co_3_Med","9",2714,0,2005,0,98001,473.185,-122.275,2590,18386
"215",215,1102000196,"5/27/2014",477000,4,2.75,1720,6270,2,"WF_NO",0,"Co_3_Med","8",1720,0,1978,0,98118,475.458,-122.268,2130,8700
"216",216,257000138,"1/15/2015",280000,2,1,850,16400,1,"WF_NO",0,"Co_3_Med","6",850,0,1923,0,98168,474.889,-122.299,1100,14459
"217",217,46100204,"2/21/2015",1510000,5,3,3300,33474,1,"WF_NO",3,"Co_3_Med","9",1870,1430,1957,1991,98040,475.673,-122.21,3836,20953
"218",218,1909600046,"07/03/2014",445838,3,2.5,2250,5692,2,"WF_NO",0,"Co_3_Med","8",2250,0,2000,0,98146,475.133,-122.379,1320,5390
"219",219,1250202145,"8/28/2014",1070000,2,2.25,3900,14864,1,"WF_NO",3,"Co_3_Med","8",1950,1950,1947,0,98144,475.884,-122.291,2580,5184
"220",220,7611200125,"10/23/2014",467000,2,0.75,1320,10800,1,"WF_NO",0,"Co_4_High","8",1320,0,1947,0,98177,477.145,-122.367,2120,12040
"221",221,5611500140,"8/22/2014",686000,4,2.5,2760,6440,2,"WF_NO",0,"Co_3_Med","10",2760,0,1999,0,98075,475.836,-122.026,3070,8127
"222",222,7138000260,"06/05/2014",279950,3,2,1750,9750,1,"WF_NO",0,"Co_3_Med","7",1350,400,1961,0,98198,47.398,-122.299,1900,10125
"223",223,626059335,"09/04/2014",527000,4,2.25,2330,19436,2,"WF_NO",0,"Co_3_Med","8",2330,0,1987,0,98011,477.663,-122.215,1910,10055
"224",224,1922059282,"9/18/2014",325000,3,2.25,2220,16020,1,"WF_NO",0,"Co_4_High","8",1780,440,1966,0,98030,473.758,-122.217,2080,9583
"225",225,705700390,"09/03/2014",328000,3,2.25,2020,8379,2,"WF_NO",0,"Co_3_Med","7",2020,0,1994,0,98038,473.828,-122.023,2020,8031
"226",226,7454001200,"06/04/2014",390000,3,2.25,1250,7500,1,"WF_NO",0,"Co_5_Top","7",1250,0,1942,0,98146,475.123,-122.373,1280,7392
"227",227,8682281200,"03/09/2015",479950,2,2,1510,6516,1,"WF_NO",0,"Co_3_Med","8",1510,0,2005,0,98053,477.076,-122.013,1640,6009
"228",228,7972000200,"5/29/2014",264950,4,2.25,1720,9753,1,"WF_NO",0,"Co_4_High","7",1120,600,1978,0,98023,472.922,-122.371,1510,9753
"229",229,722059070,"1/15/2015",235000,3,1,1430,15246,1,"WF_NO",0,"Co_4_High","7",980,450,1961,0,98031,474.075,-122.214,1960,13068
"230",230,7202340400,"03/03/2015",516500,3,2.5,1480,4729,2,"WF_NO",0,"Co_3_Med","7",1480,0,2004,0,98053,476.794,-122.034,2250,4729
"231",231,8096000060,"4/13/2015",655000,2,1.75,1450,15798,2,"WF_SI",4,"Co_3_Med","7",1230,220,1915,1978,98166,474.497,-122.375,2030,13193
"232",232,2424000060,"6/16/2014",5e+05,4,2.75,2280,15347,1,"WF_NO",0,"Co_5_Top","7",2280,0,1960,0,98059,475.218,-122.164,2280,15347
"233",233,9264902050,"11/21/2014",315000,6,2.75,2940,7350,1,"WF_NO",0,"Co_3_Med","8",1780,1160,1978,0,98023,473.103,-122.339,2120,8236
"234",234,943100260,"11/20/2014",213000,2,1,1000,10200,1,"WF_NO",0,"Co_3_Med","6",1000,0,1961,0,98024,475.687,-121.899,1150,13702
"235",235,3677400445,"09/02/2014",475000,3,1.5,2480,5280,1.5,"WF_NO",0,"Co_5_Top","7",1620,860,1947,0,98108,475.575,-122.303,2090,4800
"236",236,1762600320,"06/10/2014",1030000,5,4,3760,28040,2,"WF_NO",0,"Co_3_Med","10",3760,0,1983,0,98033,476.489,-122.183,3430,35096
"237",237,4058000060,"04/09/2015",416000,3,2,2220,94300,1,"WF_NO",0,"Co_5_Top","7",1640,580,1976,0,98010,473.459,-121.95,2070,80100
"238",238,7228500560,"3/20/2015",410000,4,1,1970,4740,1.5,"WF_NO",0,"Co_3_Med","7",1670,300,1904,2005,98122,476.136,-122.303,1510,4740
"239",239,326069104,"07/01/2014",8e+05,3,3.5,3830,221284,2,"WF_NO",0,"Co_3_Med","10",3530,300,1993,0,98077,477.641,-122.023,2920,148539
"240",240,5152100060,"5/29/2014",472000,6,2.5,4410,14034,1,"WF_NO",2,"Co_4_High","9",2350,2060,1965,0,98003,473.376,-122.324,2600,13988
"241",241,3584000310,"12/08/2014",225000,3,1.75,1430,8505,1,"WF_NO",0,"Co_4_High","7",1430,0,1968,0,98003,473.173,-122.319,1190,8640
"242",242,8150100045,"10/01/2014",210000,2,1,830,6000,1,"WF_NO",0,"Co_3_Med","6",830,0,1940,0,98126,475.308,-122.376,830,4960
"243",243,1868901275,"1/27/2015",455000,2,1,1430,5000,1.5,"WF_NO",0,"Co_2_Med_low","7",1430,0,1925,0,98115,476.727,-122.299,1450,3750
"244",244,6131600075,"4/27/2015",225000,3,1,1300,8316,1,"WF_NO",0,"Co_4_High","6",1300,0,1954,0,98002,473.221,-122.216,1260,8316
"245",245,9468200125,"8/26/2014",480000,2,1,1030,3060,1,"WF_NO",2,"Co_4_High","7",790,240,1918,0,98103,476.779,-122.353,1390,3060
"246",246,8029510030,"02/12/2015",363000,3,2.5,2740,11872,2,"WF_NO",0,"Co_3_Med","9",2740,0,1990,0,98023,473.076,-122.395,2570,10377
"247",247,2025069065,"9/29/2014",2400000,4,2.5,3650,8354,1,"WF_SI",4,"Co_3_Med","9",1830,1820,2000,0,98074,476.338,-122.072,3120,18841
"248",248,7899800890,"2/26/2015",181000,2,1.5,720,5120,1,"WF_NO",0,"Co_3_Med","6",720,0,1954,0,98106,475.218,-122.357,1150,2566
"249",249,3021059276,"3/14/2015",250000,4,2,2010,7312,1,"WF_NO",0,"Co_4_High","7",2010,0,1976,0,98002,472.785,-122.213,2010,7650
"250",250,3797001895,"4/22/2015",481000,3,1.75,1560,3000,1,"WF_NO",0,"Co_4_High","6",770,790,1918,0,98103,476.846,-122.345,1390,3000
"251",251,3832710960,"9/23/2014",260000,3,2,1810,7209,1,"WF_NO",0,"Co_4_High","7",1240,570,1978,0,98032,473.656,-122.278,1750,7209
"252",252,1310430400,"5/13/2014",455000,4,2.5,3360,7685,2,"WF_NO",0,"Co_3_Med","9",3360,0,2001,0,98058,474.369,-122.111,3060,6567
"253",253,1422300030,"04/01/2015",415000,3,2.25,1510,36224,2,"WF_NO",0,"Co_3_Med","8",1510,0,1991,0,98045,474.616,-121.711,1730,36224
"254",254,1105000588,"4/21/2015",349500,3,1,1400,3538,1,"WF_NO",0,"Co_3_Med","7",800,600,1953,0,98118,475.405,-122.27,1620,6331
"255",255,3830630060,"9/29/2014",245000,3,2.5,1730,7442,2,"WF_NO",0,"Co_3_Med","7",1730,0,1987,0,98030,473.507,-122.178,1630,6458
"256",256,5101404898,"5/19/2014",592500,2,2,1420,9191,1.5,"WF_NO",2,"Co_5_Top","7",1420,0,1928,0,98115,476.979,-122.32,1420,6816
"257",257,7972601890,"10/20/2014",385000,4,1.75,2360,7620,1,"WF_NO",0,"Co_4_High","7",1180,1180,1955,0,98106,475.278,-122.345,1910,7620
"258",258,5127001620,"02/11/2015",315000,3,1.75,1580,11455,1,"WF_NO",0,"Co_4_High","7",1200,380,1974,0,98059,474.756,-122.147,1550,10650
"259",259,9407100800,"11/24/2014",255000,3,1,1230,10170,1,"WF_NO",0,"Co_3_Med","7",1230,0,1979,0,98045,474.437,-121.772,1380,10098
"260",260,1873100060,"8/29/2014",693000,4,2.5,2460,4425,2,"WF_NO",0,"Co_3_Med","8",2460,0,2006,0,98052,477.048,-122.109,2990,5659
"261",261,8722101360,"12/02/2014",780000,3,1,1660,4400,1.5,"WF_NO",0,"Co_3_Med","8",1460,200,1911,0,98112,476.362,-122.302,1660,4400
"262",262,8644000060,"10/24/2014",237000,3,1.75,1270,8470,1,"WF_NO",0,"Co_4_High","7",1270,0,1960,0,98198,474.207,-122.29,1600,8470
"263",263,3325069129,"12/16/2014",525000,3,2.25,2100,40510,2,"WF_NO",0,"Co_3_Med","10",1320,780,1979,0,98074,476.154,-122.047,2380,33450
"264",264,1400300055,"4/28/2015",425000,2,1,770,5040,1,"WF_NO",0,"Co_3_Med","5",770,0,1930,0,98144,475.964,-122.299,1330,2580
"265",265,2123039032,"10/27/2014",369900,1,0.75,760,10079,1,"WF_SI",4,"Co_5_Top","5",760,0,1936,0,98070,474.683,-122.438,1230,14267
"266",266,8078560140,"5/19/2014",290000,4,2.5,1700,7280,2,"WF_NO",0,"Co_4_High","7",1700,0,1988,0,98031,474.045,-122.171,1950,7475
"267",267,3438500192,"9/29/2014",285000,3,1,1120,10701,1,"WF_NO",0,"Co_3_Med","7",1120,0,1954,0,98106,475.544,-122.358,1130,6350
"268",268,7974200510,"8/14/2014",415000,2,1,1070,4500,1,"WF_NO",0,"Co_3_Med","7",1070,0,1937,0,98115,476.802,-122.29,1320,4465
"269",269,2557000400,"04/09/2015",272500,3,2.5,2070,9900,1,"WF_NO",0,"Co_3_Med","8",1420,650,1979,0,98023,472.988,-122.371,2070,8250
"270",270,7960900060,"05/04/2015",2900000,4,3.25,5050,20100,1.5,"WF_NO",2,"Co_3_Med","11",4750,300,1982,2008,98004,476.312,-122.223,3890,20060
"271",271,4054500390,"10/07/2014",1370000,4,4.75,5310,57346,2,"WF_NO",0,"Co_4_High","11",5310,0,1989,0,98077,477.285,-122.042,4180,47443
"272",272,6378500125,"05/01/2015",436000,2,1,1040,7538,1,"WF_NO",0,"Co_4_High","7",1040,0,1939,0,98133,477.107,-122.352,1440,7530
"273",273,1745100140,"10/17/2014",210000,3,1,1700,11390,1,"WF_NO",0,"Co_4_High","7",1700,0,1967,0,98003,473.271,-122.323,1350,8164
"274",274,2976800796,"9/25/2014",236000,3,1,1300,5898,1,"WF_NO",0,"Co_3_Med","7",1300,0,1961,0,98178,475.053,-122.255,1320,7619
"275",275,4235400186,"11/24/2014",331000,3,1.75,1080,1306,1,"WF_NO",0,"Co_3_Med","7",580,500,1954,2003,98199,476.601,-122.4,1440,2225
"276",276,4215100060,"3/20/2015",365000,3,2.5,2653,4510,2,"WF_NO",0,"Co_3_Med","8",2653,0,2006,0,98031,474.145,-122.166,2653,4927
"277",277,9189700045,"1/27/2015",450000,3,2,2290,16258,1,"WF_NO",0,"Co_5_Top","8",2290,0,1960,0,98058,474.672,-122.165,1660,10530
"278",278,1126049053,"11/13/2014",770000,4,2.75,3820,26300,2,"WF_NO",0,"Co_3_Med","9",2850,970,2014,0,98028,477.618,-122.261,1860,12136
"279",279,2022069200,"05/05/2015",455000,4,2.5,2210,49375,1,"WF_NO",0,"Co_3_Med","8",2210,0,1997,0,98038,473.828,-122.071,2670,49385
"280",280,9412900055,"05/05/2015",405000,3,1.75,2390,6000,1,"WF_NO",0,"Co_3_Med","6",1240,1150,1908,0,98118,475.362,-122.268,2020,6000
"281",281,1722059235,"07/03/2014",304900,4,1.75,2600,11325,1,"WF_NO",0,"Co_4_High","7",1610,990,1969,0,98031,473.954,-122.206,1720,11088
"282",282,6874200960,"2/27/2015",170000,2,1,860,5265,1,"WF_NO",0,"Co_3_Med","6",860,0,1931,0,98178,475.048,-122.272,1650,8775
"283",283,7424700045,"5/13/2015",2050000,5,3,3830,-7884.35051915754,2,"WF_NO",1,"Co_5_Top","9",2630,1200,1905,1994,98122,476.166,-122.287,3050,7556
"284",284,7202360350,"6/30/2014",780000,4,2.5,3500,7048,2,"WF_NO",0,"Co_3_Med","9",3500,0,2005,0,98053,476.811,-122.025,3920,7864
"285",285,5634500392,"04/10/2015",330000,3,3,2420,13959,1,"WF_NO",0,"Co_4_High","8",1740,680,1988,0,98028,477.486,-122.23,2570,13300
"286",286,1509500060,"09/05/2014",370000,4,2.5,2720,8666,2,"WF_NO",0,"Co_3_Med","9",2720,0,1992,0,98030,473.846,-122.169,2410,8100
"287",287,7214810350,"10/17/2014",467000,5,2.25,2500,13500,1,"WF_NO",0,"Co_3_Med","7",1850,650,1979,0,98072,477.564,-122.144,2300,9750
"288",288,6647200060,"02/09/2015",405000,3.10675458578704,1.75,1670,6720,1,"WF_NO",0,"Co_3_Med","7",1140,530,1980,0,98034,477.198,-122.193,1670,7320
"289",289,9552700140,"07/02/2014",675000,5,2.25,2900,10300,1,"WF_NO",0,"Co_3_Med","8",1450,1450,1985,0,98006,475.461,-122.151,2310,10300
"290",290,2200500350,"08/12/2014",5e+05,2,1,1640,14100,1,"WF_NO",0,"Co_4_High","7",1140,500,1954,0,98006,475.712,-122.143,1520,13527
"291",291,6113400046,"7/23/2014",389999,4,2.5,1890,15770,2,"WF_NO",0,"Co_4_High","7",1890,0,1968,0,98166,474.281,-122.343,2410,15256
"292",292,6619910140,"2/24/2015",630000,4,1.75,2950,9025,1,"WF_NO",2,"Co_4_High","8",1780,1170,1975,0,98034,477.128,-122.223,2120,9600
"293",293,1115450240,"10/22/2014",360000,4,2.5,2160,9528,2,"WF_NO",0,"Co_3_Med","9",2160,0,1992,0,98001,473.341,-122.255,2280,9937
"294",294,6073240060,"10/02/2014",580000,4,3,3280,11060,2,"WF_NO",0,"Co_3_Med","8",2270,1010,1986,0,98056,475.399,-122.181,2320,11004
"295",295,9297300045,"07/09/2014",550000,3,2,1970,4166,2,"WF_NO",3,"Co_5_Top","8",1270,700,1929,0,98126,475.717,-122.375,2390,4166
"296",296,9510920070,"07/10/2014",879000,4,2.5,3360,22111,2,"WF_NO",0,"Co_3_Med","10",3360,0,1994,0,98075,475.951,-122.017,3150,11374
"297",297,5468730030,"8/22/2014",265000,3,2,1320,8959,1,"WF_NO",0,"Co_3_Med","7",1320,0,1993,0,98042,473.536,-122.144,1740,7316
"298",298,8079030390,"03/04/2015",446500,3,2.5,2650,7286,2,"WF_NO",0,"Co_3_Med","8",2650,0,1990,0,98059,475.084,-122.154,2400,7220
"299",299,600000152,"06/02/2014",404000,3,1.5,2030,8880,1,"WF_NO",0,"Co_3_Med","7",1330,700,1963,0,98108,475.586,-122.311,2140,5592
"300",300,1840000030,"5/29/2014",267500,3,1.75,1590,44686.7156582646,1,"WF_NO",2,"Co_3_Med","7",1090,499.526738791832,1955.34732321902,0,98188,474.427,-122.274,1630,9052
"301",301,3225069065,"6/24/2014",3080000,4,5,4550,18641,1,"WF_SI",4,"Co_3_Med","10",2600.31836334541,1950,2002,0,98074,476.053,-122.077,4550,19508
"302",302,3260800030,"08/11/2014",335000,3,2.5,2440,7632,2,"WF_NO",0,"Co_3_Med","8",2440,0,1998,0,98003,473.494,-122.301,2510,7903
"303",303,2747100024,"6/19/2014",576000,3,2.5,1940,9000,1,"WF_NO",1,"Co_4_High","7",970,970,1948,0,98117,476.933,-122.393,2190,7310
"304",304,5104530560,"04/01/2015",208633,3,2.5,2040,3810,2,"WF_NO",0,"Co_3_Med","8",2040,0,2006,0,98038,473.537,-122,2370,4590
"305",305,4330600350,"1/15/2015",315000,3,2.25,2199.78359556776,8750,1,"WF_NO",0,"Co_4_High","7",1120,1080,1964,0,98166,47.476,-122.337,1460,10139
"306",306,5016001535,"2/17/2015",725000,3,1.75,1920,3300,1,"WF_NO",0,"Co_4_High","8",960,960,1913,0,98112,476.239,-122.298,1740,4000
"307",307,7280300196,"04/03/2015",550000,4,2.75,1800,7750,1,"WF_NO",0,"Co_4_High","8",1400,400,1965,0,98177,477.776,-122.384,1800,8275
"308",308,8651520400,"06/12/2014",610750,4,2.25,2180,7297,2,"WF_NO",0,"Co_3_Med","8",2180,0,1984,0,98074,476.459,-122.058,2250,9781
"309",309,7171200445,"2/28/2015",550700,2,1,1010,5000,1.5,"WF_NO",0,"Co_4_High","6",1010,0,1908,0,98105,476.692,-122.297,1460,5000
"310",310,3204800200,"01/08/2015",665000,4,2.75,3320,10574,2,"WF_NO",0,"Co_5_Top","8",2220,1100,1960,0,98056,475.376,-122.18,2720,8330
"311",311,3416600800,"02/09/2015",834000,4,2.5,2370,4000,1.5,"WF_NO",2,"Co_5_Top","8",1980,390,1928,0,98144,47.601,-122.294,2440,5750
"312",312,7994700030,"10/23/2014",201000,5,1.75,1660,78408,1.5,"WF_NO",0,"Co_3_Med","6",1660,0,1915,0,98065,47.529,-121.837,1660,78408
"313",313,1860600135,"05/02/2014",2380000,5,2.5,3650,9050,2,"WF_NO",4,"Co_5_Top","10",3370,280,1921,0,98119,476.345,-122.367,2880,5400
"314",314,4139480200,"6/18/2014",1380000,4,3.25,4290,12103,1,"WF_NO",3,"Co_3_Med","11",2690,1600,1997,0,98006,475.503,-122.102,3860,11244
"315",315,4139480200,"12/09/2014",1400000,4,3.25,4290,12103,1,"WF_NO",3,"Co_3_Med","11",2690,1600,1997,0,98006,475.503,-122.102,3860,11244
"316",316,1328320800,"11/05/2014",305000,4,2.25,1950,7700,1,"WF_NO",0,"Co_3_Med","8",1350,600,1979,0,98058,474.441,-122.125,2150,7350
"317",317,7771300125,"04/08/2015",487000,3,2,2590,14052,1,"WF_NO",0,"Co_5_Top","8",1720,870,1948,0,98133,477.357,-122.333,1570,8162
"318",318,3422059208,"05/11/2015",390000,3,2.5,1930,64904,1,"WF_NO",0,"Co_4_High","8",1930,0,1988,0,98042,47.346,-122.157,2350,57500
"319",319,9521101455,"7/23/2014",548000,2,1,1470,3864,1,"WF_NO",0,"Co_4_High","7",1170,300,1916,0,98103,476.638,-122.345,1570,3864
"320",320,4337000335,"11/22/2014",268750,4,1,800,8775,1,"WF_NO",0,"Co_3_Med","6",800,0,1943,0,98166,47.48,-122.336,1310,8775
"321",321,325059286,"5/13/2014",819900,5,2.75,3150,7119,2,"WF_NO",0,"Co_3_Med","9",3150,0,2013,0,98052,476.759,-122.151,1560,8384
"322",322,2597650240,"10/23/2014",520000,3,2.25,2030,16200,2,"WF_NO",0,"Co_3_Med","8",2030,0,1984,0,98027,475.162,-122.057,2660,17958
"323",323,3353400435,"7/21/2014",230000,3,2,1450,11204,1,"WF_NO",0,"Co_3_Med","7",1450,0,2003,0,98001,472.639,-122.252,1520,9518
"324",324,7972000240,"02/02/2015",240000,3,1.75,1510,10248,1,"WF_NO",0,"Co_3_Med","7",1510,0,1969,0,98023,472.929,-122.371,1510,9753
"325",325,7520000520,"09/05/2014",232000,2,1,1240,12092,1,"WF_NO",0,"Co_3_Med","6",960,280,1922,1984,98146,474.957,-122.352,1820,7460
"326",326,7520000520,"03/11/2015",240500,2,1,1240,12092,1,"WF_NO",0,"Co_3_Med","6",960,280,1922,1984,98146,474.957,-122.352,1820,7460
"327",327,3530210260,"10/27/2014",274975,3,2.5,3030,45004,2,"WF_NO",0,"Co_3_Med","9",3030,0,1987,0,98077,477.721,-122.093,3080,35781
"328",328,1959700550,"09/05/2014",740000,4,2,2050,4400,1.5,"WF_NO",0,"Co_4_High","9",2050,0,1922,0,98102,47.644,-122.319,2320,5500
"329",329,1665400045,"4/28/2015",186375,3,1,1000,7636,1,"WF_NO",0,"Co_2_Med_low","7",1000,0,1952,0,98166,47.472,-122.344,1150,7600
"330",330,9542850320,"7/25/2014",790000,3,2.25,2370,10289,1,"WF_NO",0,"Co_4_High","9",1590,780,1977,0,98005,47.592,-122.166,2500,10004
"331",331,3179100060,"9/16/2014",880000,4,3.5,2800,6750,2,"WF_NO",0,"Co_3_Med","9",1890,910,1951,2002,98105,47.669,-122.275,2370,6120
"332",332,2946001550,"4/16/2015",279000,6,1.75,2240,11180,2,"WF_NO",0,"Co_4_High","7",2240,0,1955,0,98198,47.42,-122.323,1590,7955
"333",333,8078490390,"7/29/2014",295000,3,2,1810,10530,1,"WF_NO",2,"Co_3_Med","8",1810,0,1991,0,98022,471.913,-122.012,1910,10450
